OBJECTID,WD19CD,WD19NM,WD19NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID
1707,E05004151,Chigwell Village, ,544436,194404,0.085441,51.62991,10196800.8148117,19832.596254016,6be5f312-e25b-43d5-81cd-f8cef4dca675
1708,E05004152,"Chipping Ongar, Greensted and Marden Ash", ,554210,202602,0.230159,51.70098,6217684.81041718,15184.0925623543,bfcbe0d8-df96-44aa-9bbf-9197cb15b6ed
1709,E05004153,Epping Hemnall, ,546388,201347,0.116527,51.69179,4726465.36385345,10988.3632783243,34080008-57a8-4d06-8c2f-b31f8a34b58b
1710,E05004154,Epping Lindsey and Thornwood Common, ,546810,203984,0.123738,51.71538,7952953.83986664,21122.4374403274,d1fea6ac-ed9c-4c1a-b09f-0dc626556507
1711,E05004155,Grange Hill, ,544187,192371,0.08101,51.61171,1707908.5203476,8184.51267361963,8310d88e-e271-4853-afb4-baf924c23541
1712,E05004157,"High Ongar, Willingale and The Rodings", ,558333,209678,0.292987,51.7634,45856262.8115005,44194.7036873849,09f4ba15-8498-4823-b1e5-278455d248ab
1713,E05004158,Lambourne, ,547640,195628,0.132214,51.64008,10417826.5881805,15995.5323903273,2a10605b-71d4-4c94-a264-d228a772177e
1714,E05004159,Loughton Alderton, ,543565,195902,0.073479,51.6436,1038978.93353271,5145.1270297019,dd16084f-dfc5-4c2a-9e87-ca397357f0cf
1715,E05004160,Loughton Broadway, ,544688,197126,0.090203,51.65431,2392454.55767059,7586.5960028048,d850dee5-c51d-4463-bdd7-cfa3c06fb151
1716,E05004161,Loughton Fairmead, ,543796,197265,0.077375,51.65578,770537.817405701,4170.51903857627,2ba17e96-9389-41e2-a3fa-d60d8e28bc9a
1717,E05004162,Loughton Forest, ,541277,195978,0.040465,51.64486,2620529.73306274,7845.38050951329,10c79542-0acf-4ae5-a1fd-8be624712c99
1718,E05004163,Loughton Roding, ,542729,195128,0.06109,51.63685,1221643.91344452,5019.66011120654,5de6f295-c209-446c-9412-6b05ef30fcb3
1719,E05004164,Loughton St John's, ,542767,198082,0.062844,51.66339,5678108.63095856,11310.5166460514,f6801513-bcfd-4f68-9bad-39dc464e38f1
1720,E05004165,Loughton St Mary's, ,542637,196335,0.060253,51.64772,1399537.95500946,6909.88446551853,79ed1666-1a5d-4d5a-b99f-3b7e61b7ef1a
1721,E05004166,Lower Nazeing, ,539655,205852,0.020987,51.73399,9887566.43231964,19993.7323632714,fd163bef-bf83-415e-8c90-83e22a023568
1722,E05004167,Lower Sheering, ,549384,213666,0.165127,51.80169,5297480.47716522,13808.8528807543,6c802815-f9ef-4141-93b8-43507894ea70
1723,E05004169,North Weald Bassett, ,549692,204904,0.165819,51.72288,6608038.63336945,12453.7419687502,a8dec662-d74f-410c-81d5-852ca0e25d8c
1724,E05004170,Passingford, ,549779,198952,0.164523,51.66938,48127902.3528366,47831.7966760981,91e79f1b-7396-448c-b9a6-3a5cd8ae9ef8
1725,E05004171,Roydon, ,540299,208866,0.031522,51.76091,7045382.71202087,15140.8063480306,4e091bff-0065-4ed5-9a5b-ec702aadbe3d
1726,E05004172,Shelley, ,555487,204909,0.249651,51.72135,2797965.71594238,9615.92343051689,f0e844c6-9fd6-469f-9b14-ddf178a23bde
1727,E05004173,Theydon Bois, ,545182,199265,0.098227,51.6734,8316229.09877777,15024.9113253071,bbe62edf-dead-43ac-ae78-fadeb498b03c
1728,E05004174,Waltham Abbey High Beach, ,540785,198344,0.034312,51.66624,22422258.1472855,28720.4085296252,b42bfb53-0fa3-4a76-84de-80806411604e
1729,E05004175,Waltham Abbey Honey Lane, ,539640,200104,0.01847,51.68234,2073901.48488617,8050.78031200054,3d19a531-24a5-404e-936e-21cbfe6fd2b1
1730,E05004176,Waltham Abbey North East, ,539572,202403,0.018405,51.70302,13350632.833374,22487.08724391,36b845c2-6115-4a18-a3d6-6ebe54e6ea88
1731,E05004177,Waltham Abbey Paternoster, ,540093,201174,0.025447,51.69184,1297193.1781311,6300.83269842495,ed9ef8c1-dac1-41e4-9de2-7aa08f4e787f
1732,E05004178,Waltham Abbey South West, ,538007,200464,-0.00499,51.68598,3260658.33039093,10392.698844375,813fe92f-c360-4c35-8dd1-5d376f307008
1733,E05004179,Bush Fair, ,546147,208920,0.11622,51.7599,1554776.91819763,5804.37525999037,aa391491-ae39-4576-8cb7-72b1f766aedd
1734,E05004180,Church Langley, ,547711,209518,0.139118,51.76487,1609901.68185425,6631.45907098375,398e95d6-dc7a-4c01-9747-67db52c760cd
1735,E05004181,Great Parndon, ,543511,208516,0.077886,51.75695,1707875.88696289,5957.31430237388,b0af27a9-121b-4d7a-8d21-4e6c557b2fa4
1736,E05004182,Harlow Common, ,546950,208399,0.127626,51.75501,1901536.34010315,9380.1429954984,a1a5cbc1-74fc-446a-8dcf-80268b8c7369
1737,E05004183,Little Parndon and Hare Street, ,543157,210200,0.073454,51.77217,5589739.14938354,11269.9283431424,b1763bb3-0e53-4d34-a5ac-60c2f3853bbb
1738,E05004184,Mark Hall, ,546243,210872,0.118431,51.77742,3627665.42728424,9820.95526188398,72e224b7-27ae-4232-ba34-133940868a3c
1739,E05004185,Netteswell, ,545163,210664,0.102701,51.77583,2448908.03263092,7931.11967671982,105fc192-03ca-4822-a6d1-5961f6beef89
1740,E05004186,Old Harlow, ,548221,211430,0.147318,51.78191,6028075.31855011,11970.6424849411,361b5bfc-f280-46b8-814b-196d430e7a6c
1741,E05004187,Staple Tye, ,545014,207698,0.099306,51.74922,1455143.04038239,6149.10268762335,e214bf26-b3ed-4a41-bf72-6677bdcff052
1742,E05004188,Sumners and Kingsmoor, ,543843,207200,0.082149,51.74504,2523456.68984222,8242.23844685075,b741f2eb-bfdc-49e8-a175-eec5ef29907c
1743,E05004189,Toddbrook, ,544705,209199,0.095457,51.76278,2090837.80384064,7313.6471582644,9b7c230f-53eb-4a08-aaf4-3d469d11a336
1744,E05004190,Althorne, ,589523,199744,0.739045,51.66451,39882789.6721115,61724.7016842215,87e9b922-90b2-44de-8512-d38848c52873
1745,E05004191,Burnham-on-Crouch North, ,597785,196912,0.856753,51.63623,21811069.0197754,34040.1018034981,e69a135c-aac0-4a03-a97f-2a440ecf46b5
1746,E05004192,Burnham-on-Crouch South, ,595180,195930,0.818612,51.62832,3160226.7691803,8903.24531361493,3f36b054-2638-4471-92d4-8a3751a9d011
1747,E05004193,Great Totham, ,586483,213034,0.702251,51.78489,30385325.729538,35760.663021872,fb18d4be-6af9-4c5b-82da-5175c3eeaa83
1748,E05004194,Heybridge East, ,586522,207754,0.699984,51.73745,14064480.063736,31377.9782602507,c9b97aa4-f2e3-4097-839b-ad59283b9b1b
1749,E05004195,Heybridge West, ,585163,208420,0.68068,51.74388,1676561.37722015,6509.21318955109,31c3ff56-0fc9-41cb-800a-fdcd2272f44c
1750,E05004196,Maldon East, ,586351,205531,0.696322,51.71754,12296805.6530075,65108.3802229109,7e2644ec-7160-45f8-ac49-3a178b548818
1751,E05004197,Maldon North, ,583817,207437,0.660687,51.7355,4450146.11953735,13565.1598444128,1ffac9dd-d92c-4454-bbfe-2bb024da7406
1752,E05004198,Maldon South, ,585593,205270,0.685223,51.71545,1728363.25819397,7129.94961198364,20a67b84-b235-4ae9-81c7-32214d330419
1753,E05004199,Maldon West, ,584017,205887,0.662761,51.72151,2841455.07559204,9013.16033686573,8e4a2376-a9c6-4710-a5c6-756632091364
1754,E05004200,Mayland, ,593795,203469,0.802802,51.69651,29489097.8977509,42498.0751654534,50895e8d-b2a4-42d5-bf26-0508f43e1e0c
1755,E05004201,Purleigh, ,584500,200541,0.66692,51.67334,41888384.1280136,38322.8050592646,d1517e73-f702-4925-a588-4cc84c847151
1756,E05004202,Southminster, ,597450,199118,0.853162,51.65616,30184774.1829529,36236.8234904517,f699e3cc-4fdc-4ef8-a318-0c34e64bd57f
1757,E05004203,Tillingham, ,599182,203797,0.880834,51.69757,84624361.6437378,45422.7175514629,3169ffca-b42a-483a-a50d-b1d4bad977a2
1758,E05004204,Tollesbury, ,597265,209783,0.85652,51.752,18736189.30793,19953.0548270543,bab97904-78d6-40a7-9973-c91843a3a5a4
1759,E05004205,Tolleshunt D'Arcy, ,591775,212397,0.778526,51.77738,52299451.5764313,51455.8192472068,2e1150f0-b0e7-4d09-b9d2-f74fc3cd588c
1760,E05004206,Wickham Bishops and Woodham, ,582283,206733,0.638128,51.72968,38540048.7337646,50445.0176197945,6074e945-f622-467c-8944-658fc7a4311d
1761,E05004288,All Saints, ,395652,222215,-2.06459,51.89847,761474.815238953,4174.04740796262,9612541d-5aee-41fb-88c0-6e7529c5f002
1762,E05004289,Battledown, ,397567,221309,-2.03675,51.89033,6979682.11044312,12231.9600042093,1a0a894b-9f5a-46ca-b4f4-3ee6fe773010
1763,E05004290,Benhall and The Reddings, ,391298,221385,-2.12784,51.89095,1842008.9415741,6554.90328338955,d051b799-c80b-4fbd-9f3e-556a49d68c8f
1764,E05004291,Charlton Kings, ,397301,219322,-2.0406,51.87247,4862496.25904083,11060.7276100188,a4fed386-c3ac-4d63-85e6-8db5e1f3c216
1765,E05004292,Charlton Park, ,395917,219910,-2.06071,51.87774,3601913.26457214,10863.6907044426,d75e07ed-f2b4-44fb-9b85-1de92af81671
1766,E05004293,College, ,394943,221599,-2.07488,51.89292,1360816.09513855,6775.67665514632,f6196da8-1b9b-4566-829c-1327463be271
1767,E05004294,Hesters Way, ,391400,222516,-2.12639,51.90112,2044016.46856689,8663.83157304715,56d603ed-83b6-4a40-9c46-5858b018f29d
1768,E05004295,Lansdown, ,394091,222183,-2.08727,51.89816,1192161.24382019,5258.84468167415,cbb35d7d-ee4c-4867-aab9-cd18ab9e4047
1769,E05004296,Leckhampton, ,394306,219929,-2.08411,51.8779,2148234.00289917,9182.2022896416,cf22dfb3-f406-41e0-9fe2-d566a2958421
1770,E05004297,Oakley, ,396596,223064,-2.05087,51.90611,1381359.16943359,6899.61761113733,29e8f8f9-e767-443e-aadf-77c862e151b0
1771,E05004298,Park, ,394027,221142,-2.08818,51.8888,1584251.64027405,6800.10777016484,274949a1-01bc-42af-a0db-9c83c89c8aba
1772,E05004299,Pittville, ,395214,223268,-2.07097,51.90793,1632229.19335175,7403.69787333031,8e8af8cd-114d-42c1-ae74-8828b74a53ec
1773,E05004300,Prestbury, ,396010,224441,-2.05941,51.91848,4086464.35555267,11588.2780554932,15e3cb96-b405-4d95-a17f-503c590e2c37
1774,E05004301,St Mark's, ,392699,222511,-2.10751,51.9011,1304017.38588715,4618.80518180256,0c3ce1b5-4a4b-4d3e-bb8c-b83bfb924bc7
1775,E05004302,St Paul's, ,394561,223159,-2.08046,51.90694,696629.363105774,4095.23388805335,2e6264a4-d2ea-4b39-828f-3f54d64cea36
1776,E05004303,St Peter's, ,393632,222929,-2.09396,51.90487,1418805.95746613,6909.54621213101,21d3dfa0-6d2d-4f6e-bd2a-e7825d0bbbbb
1777,E05004304,Springbank, ,392063,223597,-2.11678,51.91085,1953176.12251282,7283.49103249706,e1280b6c-23ba-41eb-be9b-17ef9f837a80
1778,E05004305,Swindon Village, ,393976,224612,-2.08899,51.92,5264328.37148285,13026.34114398,6880a8a5-f2dd-4211-93ef-88ace20043c0
1779,E05004306,Up Hatherley, ,391962,220739,-2.11818,51.88515,1158355.65574646,5810.45050366155,7451a85a-7e2e-4158-8321-5d0c0cad60ff
1780,E05004307,Warden Hill, ,393051,220498,-2.10235,51.883,1323648.80127716,6074.42918977262,4a750cb2-5468-4bc3-9a77-a52a35250e4b
1781,E05004430,Basing, ,468351,152900,-1.02157,51.27116,27426968.3772659,24788.3821684379,6458cdd3-4cbb-42ff-a1f1-88567f42a974
1782,E05004431,Baughurst and Tadley North, ,457002,159061,-1.18326,51.3278,16939148.3079529,24049.3210812579,4c1167da-0b37-414c-9228-41ac93ba73ba
1783,E05004432,Brighton Hill North, ,462805,149794,-1.10161,51.24387,1449324.51096344,8310.97367738908,21f53f37-f894-4fbb-a140-e95946752ffd
1784,E05004433,Brighton Hill South, ,461809,149317,-1.11596,51.23969,1072186.58743668,5560.04090199473,86d17473-b266-4127-bf55-2a5d4fb8c289
1785,E05004434,Brookvale and Kings Furlong, ,462951,151687,-1.09918,51.26087,1340358.02981567,5793.00367576165,8bfdd34e-28df-42a1-8ecd-9e7ec5cd0aa2
1786,E05004435,Buckskin, ,460269,151493,-1.13765,51.25942,2229497.51747131,8758.52667982422,aefe83be-0a00-471f-8530-bf2de458c330
1787,E05004436,"Burghclere, Highclere and St Mary Bourne", ,444536,157868,-1.36231,51.31818,114457279.209229,65729.597809372,c5f4a768-a671-477d-a509-a4203c0f84f8
1788,E05004437,Bramley and Sherfield, ,466252,158631,-1.0506,51.32293,20514506.663002,27181.8626511216,a8a47fde-a75c-4cbe-be3c-a677ffc3a5c3
1789,E05004438,Chineham, ,465894,155060,-1.05639,51.29087,3360992.87458801,9123.14338400883,2f95aaa8-7e96-4931-a563-088d989dc305
1790,E05004439,East Woodhay, ,441808,161264,-1.40105,51.34892,17648321.7252045,21182.7657658199,fb7b2011-38e9-4e44-a3b8-4221b20f4e01
1791,E05004440,Eastrop, ,464233,152044,-1.08075,51.26394,2219551.9517746,6426.35761051639,f8895bf9-42e2-4b36-99a7-04d999abf669
1792,E05004441,Grove, ,464003,151008,-1.08423,51.25465,2200364.77114105,8611.08544056323,92194e1b-0286-4464-aaaa-bae0dc2fcca1
1793,E05004442,Hatch Warren and Beggarwood, ,460572,148389,-1.13383,51.23148,2158289.97839355,6978.33646211303,9e2be7c6-6c8f-4558-9118-69bcfa28a949
1794,E05004443,Kempshott, ,460446,150047,-1.13536,51.2464,2948321.72748184,11194.138248943,e6932de4-a2fe-402c-989d-daf293071e60
1795,E05004444,Kingsclere, ,453452,157979,-1.23436,51.31841,60300163.1412354,45219.124329035,19493ea3-19b8-4c27-a04f-d1f94c0b2318
1796,E05004445,Norden, ,463929,153422,-1.08486,51.27636,4017580.3421402,10693.8196420492,2b841ec1-4f22-42c5-9714-34e60ab5e348
1797,E05004446,Oakley and North Waltham, ,456671,148761,-1.18964,51.23522,46727249.6518593,43826.5187930791,e4a195f6-84c5-4adf-b01e-c4810698fca2
1798,E05004447,"Overton, Laverstoke and Steventon", ,451955,148667,-1.2572,51.23482,58157573.6405258,41066.2508595446,627a18eb-fad7-40c4-8c94-32468af75662
1799,E05004448,Pamber and Silchester, ,468418,160515,-1.01916,51.33961,47258047.4169464,50827.895563894,ad192511-7750-49cb-9ab1-8790a7d14cf1
1800,E05004449,Popley East, ,464291,154286,-1.07952,51.28409,1201570.36154938,4812.9358816045,1a800369-6138-4da7-9fd0-ed3cd22b2364
1801,E05004450,Popley West, ,463101,154142,-1.0966,51.28293,1575348.88542938,8030.19426635864,7d3b43e1-293b-43ef-ac29-0986e1a29a8f
1802,E05004451,Rooksdown, ,461553,153991,-1.11882,51.28174,1679810.98953247,6409.21319448035,67a3a9f6-f424-4ee6-8851-5c47eed2c7b2
1803,E05004452,Sherborne St John, ,461175,155119,-1.12405,51.29192,34963359.4483337,33835.4606286207,f5bf1574-1fc7-462b-b88b-d5805d3a2999
1804,E05004453,South Ham, ,461767,151324,-1.11621,51.25774,2376054.05989075,7516.6575395925,ee2ba775-f272-41c2-b312-2158940d3c96
1805,E05004454,Tadley Central, ,459446,161720,-1.14774,51.35145,1171724.14022827,6155.93058004007,27cf537f-1e10-46b2-b220-cc5585ce11b3
1806,E05004455,Tadley South, ,459780,160406,-1.14316,51.3396,5121500.68149567,12555.659756703,a073a99f-2445-4ee0-bb0c-eb5210840699
1807,E05004456,Upton Grey and The Candovers, ,465340,144274,-1.0663,51.19395,105219925.784859,58251.467377732,3dd4eef2-eaad-4db9-ad32-44f92f10f73f
1808,E05004457,Whitchurch, ,444582,148462,-1.36282,51.2336,46423535.5244865,46827.7832273312,8cb9a1ac-f408-4915-9838-b404941f0571
1809,E05004458,Winklebury, ,461404,152797,-1.12116,51.27102,1658615.70240784,5981.51863930982,49d50d1b-697e-4bb9-9417-bb7b9c98c34f
1810,E05004516,Fareham East, ,458940,108219,-1.16374,50.87046,9388412.69504166,16805.2912273967,c7c4955c-bb68-42c9-83a3-e7560953e165
1811,E05004517,Fareham North, ,456390,108142,-1.19998,50.87003,5680241.13750839,15000.3208649081,51c9befa-8ff7-4a15-bbc2-51d3e35f5330
1812,E05004518,Fareham North-West, ,455478,107298,-1.21307,50.86252,1960840.9800415,6428.79032047517,19d5c1f0-0b84-48d3-96ff-1cc1a588529f
1813,E05004519,Fareham South, ,457101,105415,-1.1903,50.84543,1910908.50866699,6725.46712391834,892770a3-4c82-4e86-a4b3-a833992a7435
1814,E05004520,Fareham West, ,456281,106254,-1.20182,50.85306,1836764.69566727,9315.09430973247,6a493cdf-747e-4bc1-8d49-4ade447a89c5
1815,E05004521,Hill Head, ,454499,102932,-1.22763,50.82336,3561937.40475082,11840.9373266874,cc9f743b-d93c-4399-a314-0688aacea39f
1816,E05004522,Locks Heath, ,451327,107328,-1.27204,50.86318,1698958.37499237,8017.85163616531,ae460dd6-ca6d-49d6-825e-4bbd6262f7e9
1817,E05004523,Park Gate, ,451166,108471,-1.27417,50.87347,2950241.32234192,13761.0992816719,3c286694-acca-4f54-aba5-a4ee29bc8b38
1818,E05004524,Portchester East, ,461463,105646,-1.12832,50.84706,3534284.84514999,12462.9136157608,bafbe50d-e111-45d2-90b2-34c39b70ebe4
1819,E05004525,Portchester West, ,459740,105899,-1.15275,50.84952,3988330.06236267,11353.7541324689,7a0759ad-aa9a-4d65-ad4c-3b6210a990a1
1820,E05004526,Sarisbury, ,450710,110119,-1.28042,50.88833,8398406.09957504,16718.3210293092,47f9d865-d17d-4e71-b062-90e74f647ab4
1821,E05004527,Stubbington, ,456325,103437,-1.20163,50.82772,7823654.02587509,14642.220947427,276c15b5-f5ad-4569-9b0c-9e8c4191103e
1822,E05004528,Titchfield, ,453706,105222,-1.23855,50.84402,12035597.6386414,21173.0381006943,51e4169c-8830-445f-86b9-001130553248
1823,E05004529,Titchfield Common, ,452353,106943,-1.25752,50.85962,2115562.05673218,9451.39442378389,ada73547-62c9-486d-96c3-005c9160b2f0
1824,E05004530,Warsash, ,450830,105400,-1.27937,50.84588,11012607.4826546,16286.858262712,c09ffe70-2272-4b90-95bc-8841718ab4d5
1825,E05004531,Alverstoke, ,459192,98864,-1.16166,50.78632,1757701.5773468,8471.81249506061,b341f9e4-ed29-4508-83ed-b9e0f2f18820
1826,E05004532,Anglesey, ,461015,98527,-1.13586,50.7831,2661906.00017929,10095.1294810667,76298478-0aee-4127-9e91-e1417b7c89a2
1827,E05004533,Bridgemary North, ,458315,103938,-1.1733,50.83203,1674942.18487167,6897.67675241614,be26f7cc-91ed-4d40-a847-530c16e33401
1828,E05004534,Bridgemary South, ,458799,103206,-1.16654,50.8254,2713420.27507782,10057.1827075127,00ec5db5-28c5-4ffd-8f45-0538f402ad35
1829,E05004535,Brockhurst, ,459651,100904,-1.15482,50.80462,1827533.36616898,7466.27814940669,5ce94469-c883-490e-9187-af0901b6f268
1830,E05004536,Christchurch, ,461337,100240,-1.13101,50.79847,921085.207157135,5577.27801754268,db859d6e-9aab-462e-ae83-e541efeb0bc4
1831,E05004537,Elson, ,459874,102320,-1.15143,50.81733,2298826.14735794,6859.85047535996,b53c0637-935d-4eff-ad5b-61cd14a1c7d7
1832,E05004538,Forton, ,460338,100938,-1.14507,50.80485,553835.948535919,4133.38806983092,284d524c-4e82-4f35-892e-86a248d2fe02
1833,E05004539,Grange, ,458411,100627,-1.17246,50.80225,1364518.98776627,6296.84258919375,91466db5-205a-46ae-aef2-980924a8bed3
1834,E05004540,Hardway, ,460826,101544,-1.13804,50.81025,1424706.39785767,6586.9029610272,fe3b3f51-7d2c-4459-a906-606e1eb5a590
1835,E05004541,Lee East, ,457571,100670,-1.18437,50.80272,2544222.5691452,7604.2334416439,f0aa2bdb-bf85-4d93-87c7-7f17ef3c02b6
1836,E05004542,Lee West, ,456950,99752,-1.19333,50.79453,2419010.18180847,11164.3161444818,7c7d49af-9de9-4b0b-aa82-e24f8c8a1495
1837,E05004543,Leesland, ,460594,100220,-1.14155,50.79837,907102.082447052,5761.5293900444,89505e29-fb25-4080-ac3d-aad457aa8bac
1838,E05004544,Peel Common, ,457883,102574,-1.17965,50.81981,877972.324668884,4698.02126917983,4a170504-b522-4bb8-b012-6cd668d79a75
1839,E05004545,Privett, ,459561,99619,-1.15631,50.79307,843094.276145935,4547.95251760056,bfae6553-7666-42ef-8db8-f0c4d7433f8f
1840,E05004546,Rowner and Holbrook, ,459032,101980,-1.16343,50.81435,1235216.74636841,8462.95453381293,836c842a-715a-49fe-a22f-74e1b9bc54eb
1841,E05004547,Town, ,461449,99554,-1.12953,50.79229,1582773.78362274,6711.26485781693,37b60331-34f8-41a7-a399-a179d5816bab
1842,E05004566,Barncroft, ,470278,108094,-1.00265,50.86807,2114578.86188126,9761.47481076987,43174fb7-9102-4c18-b67c-45b1aac70968
1843,E05004567,Battins, ,471589,109161,-0.98382,50.87751,2945682.5696106,10797.9629287411,316644a1-2477-4744-97f0-93c470225a10
1844,E05004568,Bedhampton, ,470167,106359,-1.00456,50.85249,9687617.18058777,20844.4612772147,1118698b-07ed-4614-be24-341143670ca1
1845,E05004569,Bondfields, ,472587,108137,-0.96984,50.86818,1566671.98739243,6019.61424427523,a94bf110-798c-4fb1-8356-27286fc77a40
1846,E05004570,Cowplain, ,469432,111137,-1.0141,50.89554,2858139.78751755,9264.26285951392,e0b16ef1-6450-46b2-95d0-ed87bf8ac26f
1847,E05004571,Emsworth, ,474458,106969,-0.94349,50.85744,6450394.65447235,14160.7236005044,6933e289-acf5-4069-b7ae-2e49790b959b
1848,E05004572,Hart Plain, ,468066,111455,-1.03346,50.89856,2128359.04115295,9414.08830855081,7302a48c-fdb2-4350-a247-36be01a9534f
1849,E05004573,Hayling East, ,472820,99584,-0.96822,50.79124,14314383.2455826,19453.4492471559,406beb4a-4cd7-4896-ab04-a01d7e4c7151
1850,E05004574,Hayling West, ,470705,99441,-0.99825,50.79022,15581566.1775436,23030.8916468937,14161be9-ce34-4d2b-9920-6f2b1dfa410f
1851,E05004575,Purbrook, ,468149,107314,-1.03305,50.86131,3620652.63404465,10719.9423594978,9a31e7fb-2f0d-4e26-9881-f9b0205ad0ff
1852,E05004576,St Faith's, ,472046,106293,-0.97789,50.85166,9695230.40522766,16339.6602413554,677c296d-b204-4ded-a302-24448f092d9f
1853,E05004577,Stakes, ,468243,108459,-1.0315,50.8716,2544473.3362999,8398.81632513452,acf2182b-d5e0-4b4b-ae89-76b9ea57936e
1854,E05004578,Warren Park, ,470808,108564,-0.99503,50.87223,2269235.28413391,10188.5815012985,ce2ced8c-1efa-453b-9a96-2ac26451a19b
1855,E05004579,Waterloo, ,468501,109829,-1.02758,50.88389,3169177.64333725,10445.6731731885,a8f1465b-9420-4b27-b491-5d450cb0ccd5
1856,E05004580,"Ashurst, Copythorne South and Netley Marsh", ,432280,112661,-1.54221,50.91251,21476767.7981796,34522.0423636114,cb03367b-a108-42c7-8797-8a6ac589901f
1857,E05004581,Barton, ,423094,93527,-1.67407,50.74088,2401448.22317505,7509.67795525198,3d3606a3-2bf4-42a7-9fe7-a3c50caa1f3e
1858,E05004582,Bashley, ,423786,96983,-1.66404,50.77193,7958724.48670197,16520.1217913609,82995972-3981-4db6-b5ed-ffdf1e393717
1859,E05004583,Becton, ,425542,94193,-1.63933,50.74677,6025586.65166473,12120.1385165201,4ebe08aa-7f63-4fe9-9545-0bd5d22833fe
1860,E05004584,Boldre and Sway, ,431117,97600,-1.56002,50.77714,39122569.8810921,35323.1226394002,c14477d3-2ea6-4b9f-906a-7b0731b56126
1861,E05004585,"Bramshaw, Copythorne North and Minstead", ,427161,112812,-1.615,50.91413,84865014.2948914,54634.6382123029,89761431-9bf1-4a8d-8e75-d69d6e1a0e14
1862,E05004586,Bransgore and Burley, ,421787,101139,-1.69214,50.80938,64099223.214119,43578.6773053515,46aba3b4-11a3-4a94-8c56-f2a6112ab266
